GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,AGE_YEARS,YEARS_EMPLOYED,Family_Members,label
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,2,0
F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,29.0,2,0
M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,3.0,2,0
F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.0,4.0,3,0
F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,33.0,3.0,1,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,7.0,2,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,5.0,2,0
F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,55.0,0.0,1,0
F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.0,3.0,2,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,49.0,27.0,1,0
F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,29.0,2.0,2,1
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1.0,2,0
M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,9.0,3,0
M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,20.0,2,1
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,7.0,2,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44.0,8.0,2,0
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.0,3.0,2,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,2,0
M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,4,0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.0,0.0,1,0
F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,10.0,2,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,7.0,4,0
F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,2,0
F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,58.0,13.0,2,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,56.0,10.0,2,0
M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,5.0,2,1
M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,50.0,0.0,2,0
M,Y,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.0,4.0,2,1
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.0,12.0,1,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,0.0,2,0
F,N,Y,2,184500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,4,0
M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,7.0,3,0
M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,8.0,2,0
F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,31.0,2,0
F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,1,0
F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,44.0,26.0,3,0
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,17.0,4,0
M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,2,0
M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,46.0,2.0,4,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,3.0,2,0
M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,3.0,3,1
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,10.0,2,0
M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1.0,4,0
F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,44.0,1.0,2,0
M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,38.0,12.0,2,0
F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,48.0,3.0,2,0
M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,2.0,3,0
F,N,Y,0,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,52.0,7.0,1,1
F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.0,0.0,1,1
M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1.0,2,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,6.0,4,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,29.0,2,0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,3,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.0,2.0,1,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,0.0,1,0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,56.0,6.0,2,0
F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.0,0.0,1,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.0,4.0,2,0
F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,42.0,3.0,3,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,2,0
F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,27.0,1.0,1,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,42.0,23.0,1,0
F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,51.0,7.0,1,0
M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,5.0,3,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,50.0,8.0,2,0
F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,2,0
F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,64.0,0.0,1,0
M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,0.0,3,0
F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,52.0,1.0,1,1
F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,5.0,2,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,1.0,2,1
F,Y,N,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,37.0,6.0,1,0
F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,33.0,14.0,1,0
M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,41.0,9.0,2,0
M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,6.0,3,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,1,0
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,4.0,5,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,2,0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,6.0,4,0
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,32.0,1.0,1,0
F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,38.0,9.0,2,0
M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,6.0,2,0
F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,4.0,1,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,2,1
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,20.0,1,0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,43.0,2.0,2,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.0,7.0,2,0
F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.0,0.0,2,1
M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,67.0,0.0,2,0
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,47.0,0.0,2,0
M,Y,N,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,5.0,3,0
M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45.0,2.0,2,0
F,N,Y,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,10.0,5,0
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,41.0,4.0,3,0
F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,61.0,0.0,1,0
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,32.0,1.0,4,0
F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,11.0,1,0
M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,11.0,3,0
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,3.0,4,0
M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,41.0,4.0,3,0
F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,41.0,10.0,2,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,2,0
F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,59.0,0.0,2,1
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,2,0
M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,1.0,1,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,0.0,1,0
F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,26.0,1.0,2,0
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,28.0,7.0,2,0
M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,8.0,3,0
M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,49.0,12.0,4,1
F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,54.0,5.0,1,0
F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,27.0,2.0,1,0
M,Y,Y,0,173250.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,6.0,2,0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,8.0,1,0
F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,46.0,6.0,1,1
M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,49.0,1.0,2,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,3,0
M,Y,Y,2,216000.0,State servant,Higher education,Married,House / apartment,30.0,7.0,4,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,26.0,2.0,3,1
M,Y,Y,2,166500.0,Commercial associate,Higher education,Married,House / apartment,49.0,12.0,4,1
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,3.0,2,0
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,7.0,3,0
F,Y,N,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,35.0,4.0,4,0
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,7.0,2,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,2,0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.0,36.0,1,0
M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,2.0,3,1
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,32.0,3.0,2,0
F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,40.0,5.0,2,0
M,Y,Y,1,900000.0,Commercial associate,Higher education,Civil marriage,House / apartment,46.0,7.0,3,0
F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,1,0
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,2,0
M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,0.0,2,0
F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2,0
M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,10.0,4,0
M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.0,7.0,2,0
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,2,0
F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.0,5.0,3,0
M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,35.0,6.0,3,0
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,57.0,11.0,2,0
F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,29.0,2.0,2,1
F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,26.0,6.0,3,0
F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,36.0,0.0,5,0
M,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,42.0,3.0,2,0
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,5.0,3,0
M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27.0,0.0,3,0
F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,35.0,4.0,4,0
F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,40.0,17.0,1,0
F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,39.0,7.0,3,0
F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,1,0
F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29.0,5.0,1,1
M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1.0,2,0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1.0,2,0
M,Y,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,2,0
M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,15.0,3,0
F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33.0,6.0,5,0
M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,5.0,3,0
F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,44.0,21.0,2,0
M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,54.0,1.0,2,0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.0,3.0,1,0
M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,55.0,2.0,2,1
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,5.0,5,0
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53.0,34.0,1,0
M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.0,0.0,2,0
M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,4,0
F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,47.0,26.0,2,0
M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,5.0,2,0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,2,0
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,41.0,12.0,3,0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,2,1
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,41.0,9.0,1,0
F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,1.0,4,0
F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,47.0,6.0,2,0
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,0.0,2,0
M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.0,2.0,2,0
M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,38.0,1.0,3,0
F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,49.0,1.0,3,0
M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,3.0,3,0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,2,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,9.0,2,0
M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,38.0,1.0,4,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,2,0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,37.0,2.0,2,1
M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,31.0,5.0,3,1
F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,66.0,0.0,1,0
F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.0,0.0,2,0
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,22.0,3,0
F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,55.0,0.0,2,0
F,Y,N,0,166500.0,Working,Incomplete higher,Single / not married,House / apartment,31.0,8.0,1,0
F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.0,0.0,1,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56.0,19.0,2,0
M,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,3.0,1,0
M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,23.0,2.0,2,0
F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,10.0,4,0
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2,0
F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,39.0,16.0,4,0
M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,48.0,2.0,2,0
F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,35.0,6.0,4,0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.0,9.0,4,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,11.0,2,0
F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,2.0,4,0
M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,34.0,5.0,4,0
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,6.0,2,0
F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.0,4.0,1,0
M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,30.0,4.0,4,0
M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,6.0,2,0
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,5.0,2,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,50.0,31.0,2,0
M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.0,0.0,3,0
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,2,0
F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,29.0,2,0
M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,0.0,2,0
M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,36.0,10.0,3,0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,4.0,3,0
F,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,55.0,3.0,2,0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,23.0,2,0
F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,2,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.0,8.0,2,0
F,N,N,2,193500.0,Working,Higher education,Married,With parents,41.0,21.0,4,0
F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,9.0,3,0
F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.0,0.0,2,0
F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,28.0,2.0,1,0
M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.0,8.0,2,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62.0,6.0,2,0
F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,36.0,10.0,2,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,33.0,1.0,2,0
M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31.0,2.0,1,0
F,N,Y,1,675000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,42.0,2.0,2,1
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,29.0,4.0,2,0
F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1.0,2,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,2,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,5.0,1,0
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,3.0,3,0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,4.0,2,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,5.0,1,0
F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.0,3.0,2,0
F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,3.0,2,0
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,6.0,3,0
M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,14.0,2,0
F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,30.0,6.0,4,0
M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,35.0,3.0,2,0
F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,35.0,13.0,4,0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,9.0,2,0
F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38.0,18.0,3,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.0,9.0,2,0
F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,34.0,1.0,2,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,3.0,2,0
F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,53.0,5.0,2,0
F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,43.0,0.0,2,0
M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1.0,4,1
M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.0,0.0,3,0
F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,5.0,3,0
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,17.0,4,0
M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,38.0,4.0,3,0
M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,7.0,3,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,21.0,2,0
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,57.0,0.0,2,0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,With parents,36.0,14.0,2,0
F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,3.0,2,1
M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,3.0,2,0
F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,44.0,20.0,4,1
M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,1.0,4,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,27.0,6.0,1,0
F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,3.0,2,0
M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,47.0,6.0,2,0
M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.0,1.0,2,0
M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,7.0,2,0
M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,32.0,8.0,4,0
F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,9.0,2,0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59.0,0.0,2,0
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.0,14.0,2,0
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,39.0,6.0,2,0
F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,9.0,2,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.0,27.0,2,0
F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,67.0,0.0,1,1
M,N,N,1,472500.0,Pensioner,Higher education,Married,With parents,24.0,3.0,3,1
M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,4,0
M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,2,0
F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.0,13.0,2,0
F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.0,20.0,2,0
F,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,41.0,13.0,3,0
